,filename,label
0,../../Datasets/ChineseDetection/test1/ae64fde23a2ed7dc3a1b2ecceba2740ea5189ebd.jpg,"[38, 6, 41, 16, 10]"
1,../../Datasets/ChineseDetection/test1/c875fdacf38eb236d2b759d3397bea49ba3b60ce.jpg,"[74, 75, 21, 82, 2]"
2,../../Datasets/ChineseDetection/test1/ab0fadab1367d2db93e883ccb197a948b65d1563.jpg,"[89, 80, 38, 61, 82]"
3,../../Datasets/ChineseDetection/test1/a3ab61411801fd1837076c450349c64492e38afd.jpg,"[6, 10, 38, 28, 27]"
4,../../Datasets/ChineseDetection/test1/951f10ac2cab4f33bca8e4389131d194ce51eb49.jpg,"[25, 44, 12, 77, 26]"
5,../../Datasets/ChineseDetection/test1/b7d2ff1ae5d7ef03be06b6519737fad06dd83854.jpg,"[94, 68, 29, 9, 10]"
6,../../Datasets/ChineseDetection/test1/bc4fa974ef6682b8bb3ff851a57863d6c3744736.jpg,"[75, 83, 82, 87, 37]"
7,../../Datasets/ChineseDetection/test1/c11a4fee0d3316c0d384af11d6b0e635daaff3dc.jpg,"[67, 46, 41, 24, 68]"
8,../../Datasets/ChineseDetection/test1/7cc4d3d9b10ab3456f9194d852ab55e6638f5be7.jpg,"[98, 55, 69, 84, 52]"
9,../../Datasets/ChineseDetection/test1/88b2bdf26f444da501f88024506015a11200a767.jpg,"[96, 2, 84, 78, 85]"
10,../../Datasets/ChineseDetection/test1/71c8fadc25cb88a2397cfcb0b167d55b8949d773.jpg,"[97, 78, 4, 21, 87]"
11,../../Datasets/ChineseDetection/test1/7b883d339d8d047ba5e5e82a7eb21201e84104c0.jpg,"[75, 87, 83, 14, 82]"
12,../../Datasets/ChineseDetection/test1/d13de0f38498c38a999871cb4d5222fd92a31da1.jpg,"[32, 31, 24, 78, 21]"
13,../../Datasets/ChineseDetection/test1/a02b1a3f3b2615752c36994352208b5a132b9671.jpg,"[11, 86, 4, 10, 5]"
14,../../Datasets/ChineseDetection/test1/a9a70a18354d68acaac3c53ae784b96cacb757ef.jpg,"[57, 18, 2, 99, 84]"
15,../../Datasets/ChineseDetection/test1/acc7505baff7b0e13a4dc78bec0fd946766b4fe8.jpg,"[48, 1, 99, 32, 8]"
16,../../Datasets/ChineseDetection/test1/983a9235dc1611c8ee72caa3281fdb4f7e6c45c5.jpg,"[25, 93, 40, 44, 76]"
17,../../Datasets/ChineseDetection/test1/a538e4e5db226f8bd65f9721dc6df0c713a8a2a2.jpg,"[22, 19, 15, 23, 78]"
18,../../Datasets/ChineseDetection/test1/b28f67b581c42d570e648675861e335574996efb.jpg,"[11, 20, 12, 85, 14]"
19,../../Datasets/ChineseDetection/test1/a13cce438d3af7e5578be0b3658a21b495dab5ec.jpg,"[63, 6, 10, 8, 43]"
20,../../Datasets/ChineseDetection/test1/b78506ea0a7e3a7e9e9cd6e614523b836de132f1.jpg,"[52, 78, 69, 53, 41]"
21,../../Datasets/ChineseDetection/test1/8950730c19b471a9e6a430521f1ebcbf7a13c194.jpg,"[51, 52, 79, 62, 55]"
22,../../Datasets/ChineseDetection/test1/a32ac6a914991f406817a5b1f5749060863602c9.jpg,"[24, 55, 83, 91, 82]"
23,../../Datasets/ChineseDetection/test1/ba444831f213d145e3cdabdbac1a0cd5838bd5b4.jpg,"[56, 16, 9, 70, 30]"
24,../../Datasets/ChineseDetection/test1/a1675aa6c15fe7821dd76398b975394a9099766f.jpg,"[53, 78, 57, 99, 13]"
25,../../Datasets/ChineseDetection/test1/bee4b7975dc69343b1928c8dae8370e3e167fd35.jpg,"[45, 29, 62, 58, 69]"
26,../../Datasets/ChineseDetection/test1/bac6aa0956335ad9fc87f7612459277fb122287f.jpg,"[20, 32, 27, 43, 81]"
27,../../Datasets/ChineseDetection/test1/8f00fd75c5a55343bc243f7f3d126fb2693cb6c5.jpg,"[61, 89, 38, 91, 62]"
28,../../Datasets/ChineseDetection/test1/93231330867eadb74d0bbb1a755664ea1488e9ca.jpg,"[40, 78, 69, 22, 7]"
29,../../Datasets/ChineseDetection/test1/cac005b984e4d2dc7f06a21e5e8d2287d707b5b3.jpg,"[6, 13, 47, 64, 8]"
30,../../Datasets/ChineseDetection/test1/8176a86f47264be7be0c5ea71e61d6fb722093eb.jpg,"[21, 10, 73, 42, 38]"
31,../../Datasets/ChineseDetection/test1/b3d2d0c89cdcc4eaee387352dad2d488d05643d8.jpg,"[0, 80, 39, 82, 91]"
32,../../Datasets/ChineseDetection/test1/a417344ed81796c4d417f00efd14a2a6b5968460.jpg,"[88, 69, 89, 32, 38]"
33,../../Datasets/ChineseDetection/test1/a0df5a187cf55ad9996748261f0b620f313ea796.jpg,"[38, 6, 61, 89, 80]"
34,../../Datasets/ChineseDetection/test1/aa4dae2173011375d38fd88501f422f0d4c18e55.jpg,"[99, 32, 10, 67, 78]"
35,../../Datasets/ChineseDetection/test1/a1a321f6f30bd5c1263a5ddbc022bd86683302b4.jpg,"[80, 0, 43, 50, 82]"
36,../../Datasets/ChineseDetection/test1/a66875c1c02b2d6b8bffaeb00d0e567f453dbb45.jpg,"[22, 23, 69, 55, 24]"
37,../../Datasets/ChineseDetection/test1/b2036eed12cf0230d5d2827924d6b12cc919af70.jpg,"[3, 32, 8, 6, 11]"
38,../../Datasets/ChineseDetection/test1/92964e4f8fd26878c5493b9373e29ce1ef591a33.jpg,"[49, 0, 89, 82, 39]"
39,../../Datasets/ChineseDetection/test1/c5accac2fc430549859b7aa40145d18816ef4943.jpg,"[99, 83, 89, 76, 49]"
40,../../Datasets/ChineseDetection/test1/a8031c53b1b15906fb39bed84bdcc5d7725eb5c4.jpg,"[71, 13, 54, 78, 69]"
41,../../Datasets/ChineseDetection/test1/b3a1e2f75edba06ba4dc030c9c99f191a3cd47d3.jpg,"[18, 21, 17, 20, 75]"
42,../../Datasets/ChineseDetection/test1/c999c4bfb1a59968ff5e8a358386cb268bad0a52.jpg,"[24, 78, 21, 32, 56]"
43,../../Datasets/ChineseDetection/test1/b671bcca74a75f1de134d919199ce9ec9fae15c4.jpg,"[88, 32, 57, 69, 14]"
44,../../Datasets/ChineseDetection/test1/a088242e0caf2e4a1f063359c7166958604a9ae0.jpg,"[93, 45, 96, 2, 56]"
45,../../Datasets/ChineseDetection/test1/bdbaae796f0fd51aa6a9a86c3c371ae2568a841e.jpg,"[99, 30, 85, 73, 21]"
46,../../Datasets/ChineseDetection/test1/a34896c48d755ae56958cce1c9fa3a44eb1c82a1.jpg,"[8, 10, 24, 6, 99]"
47,../../Datasets/ChineseDetection/test1/90f0e1085913e8222c4aa2e891d0dcd11b0f197c.jpg,"[68, 66, 94, 67, 69]"
48,../../Datasets/ChineseDetection/test1/a430602e450fba9cc5c48ae6064dc5406dfa71b6.jpg,"[10, 8, 99, 78, 68]"
49,../../Datasets/ChineseDetection/test1/b6068561c9d0418adbc8d702038c518ee4b48b0b.jpg,"[12, 77, 15, 52, 81]"
50,../../Datasets/ChineseDetection/test1/abb05e4becf60a05bd70ee47dd0174aeecc20eff.jpg,"[34, 81, 58, 55, 52]"
51,../../Datasets/ChineseDetection/test1/a45d8ac4d91e0d6cb70d2c87ed80b7b6f7af56a6.jpg,"[1, 8, 6, 87, 32]"
52,../../Datasets/ChineseDetection/test1/6e600047bf1e763eebc4e29725a8b23dbdebec16.jpg,"[98, 27, 44, 10, 55]"
53,../../Datasets/ChineseDetection/test1/88a42ea5049c25f23c92ca699af02ad67d0273b7.jpg,"[79, 51, 28, 10, 78]"
54,../../Datasets/ChineseDetection/test1/c78c422cc3eec74af13963226e725f2ba80289c9.jpg,"[17, 32, 43, 28, 81]"
55,../../Datasets/ChineseDetection/test1/c1ed440c5e681d8f195cfa758585106819d06d74.jpg,"[72, 79, 23, 31, 13]"
56,../../Datasets/ChineseDetection/test1/c7a09b39c784e93a9f3c05747bfe6706a1cf782b.jpg,"[0, 49, 39, 82, 99]"
57,../../Datasets/ChineseDetection/test1/ab390436c2c686b770589bedc5f0cce77bfe4c4a.jpg,"[16, 56, 9, 85, 41]"
58,../../Datasets/ChineseDetection/test1/7302fd162033806092ee2fb933296d3638523d1c.jpg,"[97, 54, 74, 4, 49]"
59,../../Datasets/ChineseDetection/test1/99b042f580d080eaca44fb541646665d3bf534fa.jpg,"[78, 87, 91, 69, 71]"
60,../../Datasets/ChineseDetection/test1/9ec3891930c4e2388a3cb83abc62d0a153903f46.jpg,"[86, 63, 10, 83, 81]"
61,../../Datasets/ChineseDetection/test1/bdbbda028553bf1b6ec4d74e30d439600d41353a.jpg,"[86, 28, 41, 83, 11]"
62,../../Datasets/ChineseDetection/test1/d28b4ebe30d309c82aec80b019b18ed3f70eb48f.jpg,"[24, 10, 43, 32, 37]"
63,../../Datasets/ChineseDetection/test1/a8e17b6484d6a15292a18bf6182af917571ff803.jpg,"[38, 37, 80, 39, 35]"
64,../../Datasets/ChineseDetection/test1/befbe14cc600032365623469ee6418a186191c68.jpg,"[67, 68, 65, 66, 69]"
65,../../Datasets/ChineseDetection/test1/a6076fd1c5d9764f3fbe340be6ae92f56b7f857f.jpg,"[76, 89, 99, 38, 49]"
66,../../Datasets/ChineseDetection/test1/9ccf514b505ee76f83c8d29dd7c3d3b842e3fe2c.jpg,"[69, 66, 78, 68, 65]"
67,../../Datasets/ChineseDetection/test1/97e56877a65177428fc04520b52a3c8766fd6aaa.jpg,"[61, 63, 38, 23, 10]"
68,../../Datasets/ChineseDetection/test1/ab292caaf5d4c25f2d163c35b18e36520b4a11f3.jpg,"[50, 97, 96, 38, 80]"
69,../../Datasets/ChineseDetection/test1/a96e8ee6945f7abef41837bae9422ed7335d3650.jpg,"[66, 10, 24, 68, 94]"
70,../../Datasets/ChineseDetection/test1/a272f28519c2bdbe4fc51052d4a5f85cbf090a28.jpg,"[80, 27, 89, 82, 43]"
71,../../Datasets/ChineseDetection/test1/8961af0c8a88e015a4f464157485e419fdbec6aa.jpg,"[87, 91, 61, 78, 66]"
72,../../Datasets/ChineseDetection/test1/8998f3ebafbbf621527009e6ad9d6c7011e0dd26.jpg,"[31, 69, 32, 34, 57]"
73,../../Datasets/ChineseDetection/test1/a5a4ed3c58f3a48641189e82a876bc25a4e45985.jpg,"[33, 69, 34, 58, 35]"
74,../../Datasets/ChineseDetection/test1/c236070a15f5c5165b21256b5dc8ea981e0b8f29.jpg,"[43, 80, 17, 10, 26]"
75,../../Datasets/ChineseDetection/test1/af15e9f9fa655506c8080735d5b2f9642c62979a.jpg,"[65, 67, 68, 66, 46]"
76,../../Datasets/ChineseDetection/test1/bc3bcfb9770992c39d070b07c7ec669a840f8275.jpg,"[99, 78, 49, 83, 32]"
77,../../Datasets/ChineseDetection/test1/ce46e3a4d51b58a6b5eaf0e0b4a68ee7a91f24a3.jpg,"[69, 52, 16, 31, 22]"
78,../../Datasets/ChineseDetection/test1/af3325b9ba3a41ecbc089172221bb22d2c8d1d7c.jpg,"[41, 36, 67, 38, 40]"
79,../../Datasets/ChineseDetection/test1/a905133265f02b998115fa790aea5c8f74bd4550.jpg,"[88, 69, 6, 89, 91]"
80,../../Datasets/ChineseDetection/test1/6f941478c4c453ff95722f21b52233a792ecca4a.jpg,"[28, 98, 69, 50, 81]"
81,../../Datasets/ChineseDetection/test1/9d4e8b05e845c383577e56f833ddc0707f81932c.jpg,"[91, 78, 42, 87, 21]"
82,../../Datasets/ChineseDetection/test1/c3d09b4651ea64e5c65c8bff9e5e7689b835a7b3.jpg,"[15, 19, 55, 98, 68]"
83,../../Datasets/ChineseDetection/test1/996a17e992df588c7043b92da086936d9b155ca7.jpg,"[23, 24, 79, 22, 13]"
84,../../Datasets/ChineseDetection/test1/8eb5ed0326ece3a059b2599f2f5bf8cebfe67bd9.jpg,"[76, 40, 45, 25, 93]"
85,../../Datasets/ChineseDetection/test1/c3bb712e1bcffd24ebdd29ca625ce42a2e60ccf7.jpg,"[77, 22, 92, 11, 46]"
86,../../Datasets/ChineseDetection/test1/aef75a7a619f1ca8a440ee29c5a0fb05af006eb3.jpg,"[72, 62, 82, 40, 61]"
87,../../Datasets/ChineseDetection/test1/b0de9db91b05e149fa08315bef873eeb954577e5.jpg,"[2, 96, 74, 93, 98]"
88,../../Datasets/ChineseDetection/test1/ad5803306e1c2a76bae5a55fd81adbf6aedfe008.jpg,"[57, 55, 84, 32, 69]"
89,../../Datasets/ChineseDetection/test1/a9a6d933d14837bd1767563f9133e0df6b40418f.jpg,"[71, 13, 54, 79, 51]"
90,../../Datasets/ChineseDetection/test1/8cc0d8fdaf4c33bc363229162340198d421a441c.jpg,"[73, 74, 99, 2, 21]"
91,../../Datasets/ChineseDetection/test1/a3a74e6615e62bd796e7b1103c9b0f7c5dc5c864.jpg,"[47, 32, 46, 88, 24]"
92,../../Datasets/ChineseDetection/test1/b0355ff452ad3755f61c0a58fa42793370a0be67.jpg,"[91, 45, 78, 92, 87]"
93,../../Datasets/ChineseDetection/test1/a48cf813a93de83a72304f0d638befc2f54263b4.jpg,"[20, 32, 17, 81, 21]"
94,../../Datasets/ChineseDetection/test1/b9c2235d29fb5953cef736e4780c58abda2a6fe8.jpg,"[91, 24, 45, 78, 83]"
95,../../Datasets/ChineseDetection/test1/5c69d6f697a77e60908efdd98cf2135fdf6148ba.jpg,"[97, 78, 21, 83, 4]"
96,../../Datasets/ChineseDetection/test1/bd9ef02e5591698568f639f48d73ea991d27dd89.jpg,"[35, 33, 37, 40, 36]"
97,../../Datasets/ChineseDetection/test1/a1583845a5d87f40375c0861a9637fd5c4e2dcd6.jpg,"[43, 30, 70, 17, 16]"
98,../../Datasets/ChineseDetection/test1/964b357885e65db90c9db52f4a3b95e47ad52155.jpg,"[70, 75, 5, 35, 83]"
99,../../Datasets/ChineseDetection/test1/a75f9079f55f0d834792e499110c569507cccfc6.jpg,"[27, 10, 51, 92, 98]"
100,../../Datasets/ChineseDetection/test1/a377f7aec7b3efa65d827827bec8a3a80767c827.jpg,"[80, 50, 89, 77, 38]"
101,../../Datasets/ChineseDetection/test1/b1b3fc1f398686c33f5dd9f4a7d22decc4e750af.jpg,"[15, 72, 23, 10, 51]"
102,../../Datasets/ChineseDetection/test1/bf5c3ec1e1614c77fce85d1a18527080754268fd.jpg,"[75, 21, 37, 0, 39]"
103,../../Datasets/ChineseDetection/test1/94af3341c55bafbafd8637f47492e8c58eab0b08.jpg,"[69, 31, 78, 71, 68]"
104,../../Datasets/ChineseDetection/test1/b9474518ddb2d89329eea92688461f6d8ad9ed46.jpg,"[4, 97, 96, 78, 85]"
105,../../Datasets/ChineseDetection/test1/a65074c543f65cec754534583db1e9a3db71cc2c.jpg,"[81, 55, 69, 86, 20]"
106,../../Datasets/ChineseDetection/test1/a50a06e057e347560a1e62ab7ee7f209938f63f3.jpg,"[23, 78, 64, 69, 22]"
107,../../Datasets/ChineseDetection/test1/a97727b0edd8a61057f0e8f93516d314a35063af.jpg,"[35, 74, 90, 2, 41]"
108,../../Datasets/ChineseDetection/test1/aa130052e5cc25a759533256d0675829f440292e.jpg,"[49, 99, 89, 32, 98]"
109,../../Datasets/ChineseDetection/test1/cd40443b560adee0347a8ce04da3603fda97ca0f.jpg,"[21, 85, 34, 30, 74]"
110,../../Datasets/ChineseDetection/test1/bbdb2f90b838ef3af9d9df885646ea27fdff4214.jpg,"[76, 84, 90, 55, 99]"
111,../../Datasets/ChineseDetection/test1/b3593cc1e85117c513078773a453459ab2c7296e.jpg,"[71, 13, 48, 54, 51]"
112,../../Datasets/ChineseDetection/test1/9cdcaf2939110ea739e822f5d35a6270f0e9774e.jpg,"[38, 21, 37, 35, 42]"
113,../../Datasets/ChineseDetection/test1/840ba43ea69a6beb3866735698bbc9a0a590083f.jpg,"[21, 49, 0, 39, 91]"
114,../../Datasets/ChineseDetection/test1/b6ab1e451a9b721faf4bec7f99094a8d2aa16b99.jpg,"[2, 96, 74, 93, 98]"
115,../../Datasets/ChineseDetection/test1/8a5e9063168c5c65b7bed5c4e549812c881863ae.jpg,"[8, 24, 10, 6, 43]"
116,../../Datasets/ChineseDetection/test1/d0cc8f47b480ddff4582353c3a8930dfa6e40cdd.jpg,"[83, 41, 75, 42, 38]"
117,../../Datasets/ChineseDetection/test1/99012f124838a05b6f888043f55e3452113f9b34.jpg,"[23, 20, 32, 13, 24]"
118,../../Datasets/ChineseDetection/test1/b884dcb6b45b41b9152efd8e5b8cff8d54725986.jpg,"[56, 58, 85, 10, 16]"
119,../../Datasets/ChineseDetection/test1/a822c1f48013b26921a5aa02717f998ad6951d34.jpg,"[26, 17, 15, 43, 9]"
120,../../Datasets/ChineseDetection/test1/ae210bbb13608353a4820eb77e3198a4f5343f20.jpg,"[44, 85, 98, 4, 53]"
121,../../Datasets/ChineseDetection/test1/955c524fe407d3688ca620fc943d759f796441ab.jpg,"[22, 47, 24, 19, 7]"
122,../../Datasets/ChineseDetection/test1/8647ab48fd6bd20458230821eb8123fccc3ae1f8.jpg,"[61, 89, 1, 80, 38]"
123,../../Datasets/ChineseDetection/test1/a36be33ad9eee703f44d7f7185bddfa24d92fe8b.jpg,"[22, 32, 7, 19, 69]"
124,../../Datasets/ChineseDetection/test1/b12d45beb023eef4b4334ac6db8c8112683133d2.jpg,"[44, 12, 25, 36, 69]"
125,../../Datasets/ChineseDetection/test1/bfafcb6dcd7569252ffd6a03a6a934d1122b64a0.jpg,"[94, 92, 82, 16, 76]"
126,../../Datasets/ChineseDetection/test1/ad4c2dc60197cadea14500b4ff2f8359742b231f.jpg,"[45, 24, 76, 93, 40]"
127,../../Datasets/ChineseDetection/test1/adca3e62db498dc193d1cfa7fd7013694103a19a.jpg,"[45, 46, 91, 24, 67]"
128,../../Datasets/ChineseDetection/test1/a9cf1058b660b49db61373aa82fa764995a4969a.jpg,"[6, 10, 46, 32, 78]"
129,../../Datasets/ChineseDetection/test1/bd265f008af47df3dacc88289331ba5616283898.jpg,"[46, 65, 23, 10, 78]"
130,../../Datasets/ChineseDetection/test1/a898c45345797bbb9617d0a18b23f48e300b48d2.jpg,"[27, 20, 61, 14, 82]"
131,../../Datasets/ChineseDetection/test1/a183f941255377a152bce9a43b38fe7dfc8d9819.jpg,"[99, 89, 83, 0, 54]"
132,../../Datasets/ChineseDetection/test1/6d3369789a5ce2d48d03ac605911bbfab2018d6a.jpg,"[97, 21, 78, 37, 19]"
133,../../Datasets/ChineseDetection/test1/caa1817fddc247a3c95bc04bae34a9adbb501023.jpg,"[26, 80, 58, 62, 2]"
134,../../Datasets/ChineseDetection/test1/8142a332dccfc314300d066d9d9dc30b08a4b864.jpg,"[1, 91, 21, 45, 74]"
135,../../Datasets/ChineseDetection/test1/cb2df2b1d3c87600d99b42c349e5e376145324e5.jpg,"[30, 1, 80, 0, 27]"
136,../../Datasets/ChineseDetection/test1/b3455d557bb96b2489afab9a53e8522a93c5e2ab.jpg,"[28, 11, 86, 16, 78]"
137,../../Datasets/ChineseDetection/test1/b8c27956fc75b46eab2ee4932700ad93012ae49f.jpg,"[70, 6, 48, 64, 8]"
138,../../Datasets/ChineseDetection/test1/b32357ba9ca4d6408f030c2e2f535f3f9ac580c8.jpg,"[2, 96, 74, 98, 93]"
139,../../Datasets/ChineseDetection/test1/8a543ad3e2a379fee465215f0ee3bb64fa4c9092.jpg,"[62, 55, 94, 58, 29]"
140,../../Datasets/ChineseDetection/test1/c222c7252766f1bd33f567606a8ed1f4b0ea5b26.jpg,"[0, 91, 80, 19, 75]"
141,../../Datasets/ChineseDetection/test1/a4405ad7be2c74c97928e88d259ab21660066198.jpg,"[92, 69, 77, 6, 80]"
142,../../Datasets/ChineseDetection/test1/90a584fd9c1640f17ea4a00a06b26439ed7d0e7a.jpg,"[5, 7, 86, 19, 43]"
143,../../Datasets/ChineseDetection/test1/b03560e4705bb3bcbba12ab4757a920da11d03c9.jpg,"[13, 53, 57, 18, 99]"
144,../../Datasets/ChineseDetection/test1/cafbba8c8f44d8bd6deb90e96cbf43e7cea7c748.jpg,"[16, 52, 47, 94, 92]"
